ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation
"172011","Aerospace engineers",2018,"2018","true","true",109346.05694865297,4121.363300342561,1386,"aerospace-engineers"
"172041","Chemical engineers",2018,"2018","true","true",107570.51095703462,6586.418740826085,654,"chemical-engineers"
"172051","Civil engineers",2018,"2018","true","true",91359.94888227747,2504.59827210936,3704,"civil-engineers"
"172061","Computer hardware engineers",2018,"2018","true","true",111871.0782120556,8673.907833865525,472,"computer-hardware-engineers"
"172070","Electrical & electronics engineers",2018,"2018","true","true",102339.52005425595,3502.125477498558,2006,"electrical-electronics-engineers"
"172081","Environmental engineers",2018,"2018","true","true",81431.64401377845,7760.899276765644,314,"environmental-engineers"
"1720XX","Biomedical & agricultural engineers",2018,"2018","true","true",85236.65220352837,12505.884983683341,138,"biomedical-agricultural-engineers"
"172110","Industrial engineers, including health & safety",2018,"2018","true","true",85864.50646962528,2460.5975537665445,2210,"industrial-engineers-including-health-safety"
"172121","Marine engineers & naval architects",2018,"2018","true","true",81265.81728545344,5897.217061811031,163,"marine-engineers-naval-architects"
"172131","Materials engineers",2018,"2018","true","true",87163.92184199409,5910.367528638002,435,"materials-engineers"
"172141","Mechanical engineers",2018,"2018","true","true",87560.0307972706,2111.5612899229877,2774,"mechanical-engineers"
"1721XX","Petroleum, mining & geological engineers, including mining safety engineers",2018,"2018","true","true",133349.7828803953,14861.918243221802,311,"petroleum-mining-geological-engineers-including-mining-safety-engineers"
"1721YY","Miscellaneous engineers, including nuclear engineers",2018,"2018","true","true",100769.79363158923,2074.353929902196,5706,"miscellaneous-engineers-including-nuclear-engineers"
"173011","Architectural and civil drafters",2018,"2018","true","true",55169.68716607935,3345.189258437381,554,"architectural-and-civil-drafters"
"17301X","Other drafters",2018,"2018","true","true",55916.246089858294,2649.3643494318185,1062,"other-drafters"
"173023","Electrical and electronic engineering technologists and technicians",2018,"2018","true","true",64872.41259530528,2829.392026611395,879,"electrical-and-electronic-engineering-technologists-and-technicians"
"17302X","Other engineering technologists and technicians, except drafters",2018,"2018","true","true",57182.24139096863,1456.4170236658022,3641,"other-engineering-technologists-and-technicians-except-drafters"
"173031","Surveying & mapping technicians",2018,"2018","true","true",49281.299007192785,3188.5333070340935,599,"surveying-mapping-technicians"
"191010","Agricultural & food scientists",2018,"2018","true","true",72910.70852840388,9834.227170873151,241,"agricultural-food-scientists"
"191020","Biological scientists",2018,"2018","true","true",71803.31419232671,4863.845130070727,877,"biological-scientists"
"191030","Conservation scientists & foresters",2018,"2018","true","true",61316.44902548726,6859.8187994514765,235,"conservation-scientists-foresters"
"1910XX","Medical scientists, & life scientists, all other",2018,"2018","true","true",95589.25390717253,5410.292139976419,1413,"medical-scientists-life-scientists-all-other"
"192010","Astronomers & physicists",2018,"2018","true","true",98069.64115018457,16784.91866944245,109,"astronomers-physicists"
"192021","Atmospheric & space scientists",2018,"2018","true","true",71152.74858847342,14162.147132388545,92,"atmospheric-space-scientists"
"192030","Chemists & materials scientists",2018,"2018","true","true",88171.01493366892,5530.796991932535,905,"chemists-materials-scientists"
"192041","Environmental scientists and specialists, including health",2018,"2018","true","true",73091.28657219115,7761.254762665406,317,"environmental-scientists-and-specialists-including-health"
"19204X","Geoscientists and hydrologists, except geographers",2018,"2018","true","true",106188.2250466927,11596.976633228012,440,"geoscientists-and-hydrologists-except-geographers"
"192099","Other Physical Scientists",2018,"2018","true","true",83787.01356783567,3126.527467957538,2857,"other-physical-scientists"
"193011","Economists",2018,"2018","true","true",132364.31960859554,17584.105873792487,268,"economists"
"193033","Clinical and counseling psychologists",2018,"2018","true","true",73242.99563106796,8261.306252924747,224,"clinical-and-counseling-psychologists"
"193034","School psychologists",2018,"2018","true","true",70389.68929377974,3485.461635362925,468,"school-psychologists"
"19303X","Other psychologists",2018,"2018","true","true",79182.3051321392,5086.261138014041,1116,"other-psychologists"
"193051","Urban & regional planners",2018,"2018","true","true",76418.53338985587,7558.9661376925,230,"urban-regional-planners"
"1930XX","Miscellaneous social scientists, including survey researchers & sociologists",2018,"2018","true","true",71548.01528013582,7934.588261389679,419,"miscellaneous-social-scientists-including-survey-researchers-sociologists"
"194010","Agricultural and food science technicians",2018,"2018","true","true",47399.538282044174,3822.375833960308,438,"agricultural-and-food-science-technicians"
"194021","Biological technicians",2018,"2018","true","true",50807.68777681039,8817.928262439362,275,"biological-technicians"
"194031","Chemical technicians",2018,"2018","true","true",55266.46280202872,3341.331405217306,678,"chemical-technicians"
"1940XX","Geological & petroleum technicians, & nuclear technicians",2018,"2018","true","true",67699.83693665582,7086.69563561028,219,"geological-petroleum-technicians-nuclear-technicians"
"1940YY","Miscellaneous life, physical, & social science technicians, including social science research assistants",2018,"2018","true","true",39078.445836720806,1885.8488173537723,2153,"miscellaneous-life-physical-social-science-technicians-including-social-science-research-assistants"
"195010","Occupational health and safety specialists and technicians",2018,"2018","true","true",67685.61396815108,3533.4115392005688,698,"occupational-health-and-safety-specialists-and-technicians"
"211011","Substance abuse and behavioral disorder counselors",2018,"2018","true","true",43844.890780280344,2154.2394724249325,835,"substance-abuse-and-behavioral-disorder-counselors"
"211012","Educational, guidance, and career counselors and advisors",2018,"2018","true","true",49181.76382734831,1471.3382740367015,3449,"educational-guidance-and-career-counselors-and-advisors"
"211013","Marriage and family therapists",2018,"2018","true","true",39986.2631219461,4087.7711065275507,209,"marriage-and-family-therapists"
"211014","Mental health counselors",2018,"2018","true","true",43012.03037147828,1832.6957351157503,946,"mental-health-counselors"
"211015","Rehabilitation counselors",2018,"2018","true","true",55067.09726468887,4831.543247367752,254,"rehabilitation-counselors"
"211019","Counselors, all other",2018,"2018","true","true",39600.90732061366,1573.5764808566707,1940,"counselors-all-other"
"211021","Child, family, and school social workers",2018,"2018","true","true",46388.76461990705,2626.236134990628,543,"child-family-and-school-social-workers"
"211022","Healthcare social workers",2018,"2018","true","true",47933.92984315166,3024.0648597664203,958,"healthcare-social-workers"
"211023","Mental health and substance abuse social workers",2018,"2018","true","true",53623.993636889514,7175.58618315873,143,"mental-health-and-substance-abuse-social-workers"
"211029","Social workers, all other",2018,"2018","true","true",48169.43981111027,876.0018358035184,6525,"social-workers-all-other"
"211092","Probation officers & correctional treatment specialists",2018,"2018","true","true",56081.39003554431,2636.415990812368,773,"probation-officers-correctional-treatment-specialists"
"211093","Social & human service assistants",2018,"2018","true","true",39040.278187614225,1933.1148161485416,2244,"social-human-service-assistants"
"21109X","Miscellaneous community & social service specialists, including health educators & community health workers",2018,"2018","true","true",47533.80516415387,3694.6447840406086,821,"miscellaneous-community-social-service-specialists-including-health-educators-community-health-workers"
"212011","Clergy",2018,"2018","true","true",46689.4488080039,1505.3646818014445,5165,"clergy"
"212021","Directors, religious activities & education",2018,"2018","true","true",41911.32913483101,2663.5135728952187,826,"directors-religious-activities-education"
"212099","Religious workers, all other",2018,"2018","true","true",29405.678180252427,2953.929625448796,875,"religious-workers-all-other"
"231012","Judicial law clerks",2018,"2018","true","true",57784.83603729855,12272.00119185947,183,"judicial-law-clerks"
"2310XX","Lawyers, & judges, magistrates, & other judicial workers",2018,"2018","true","true",163595.0347900615,3526.5030357919354,10987,"lawyers-judges-magistrates-other-judicial-workers"
"232011","Paralegals & legal assistants",2018,"2018","true","true",52006.12565766354,1500.7616508052295,3908,"paralegals-legal-assistants"
"232093","Title examiners, abstractors, and searchers",2018,"2018","true","true",57854.562685773664,4016.3024922359955,846,"title-examiners-abstractors-and-searchers"
"232099","Legal support workers, all other",2018,"2018","true","true",70112.41684427133,8994.549532653335,535,"legal-support-workers-all-other"
"251000","Postsecondary teachers",2018,"2018","true","true",66870.2982774181,1349.7715453771311,14965,"postsecondary-teachers"
"252010","Preschool & kindergarten teachers",2018,"2018","true","true",24560.45950675692,631.6552833100417,5305,"preschool-kindergarten-teachers"
"252020","Elementary & middle school teachers",2018,"2018","true","true",49740.70572411434,356.854238106977,40659,"elementary-middle-school-teachers"
"252030","Secondary school teachers",2018,"2018","true","true",55261.21326938343,851.5787099436177,7690,"secondary-school-teachers"
"252050","Special education teachers",2018,"2018","true","true",46612.750022749664,1244.0303269995904,2395,"special-education-teachers"
"253041","Tutors",2018,"2018","true","true",11933.63898063886,988.2814755329425,2130,"tutors"
"2530XX","Other teachers and instructors",2018,"2018","true","true",38995.79922478742,1213.1094979242196,6025,"other-teachers-and-instructors"
"254010","Archivists, curators, & museum technicians",2018,"2018","true","true",54312.62743747249,6869.570217269248,568,"archivists-curators-museum-technicians"
"254022","Librarians and media collections specialists",2018,"2018","true","true",46163.07766206643,1714.4992628860562,2045,"librarians-and-media-collections-specialists"
"254031","Library technicians",2018,"2018","true","true",17479.91333576909,2433.597151871844,497,"library-technicians"
"259040","Teaching assistants",2018,"2018","true","true",21817.118788579468,474.1644490571707,12538,"teaching-assistants"
"2590XX","Other education, training, & library workers",2018,"2018","true","true",49988.23269501207,3021.161003878622,1172,"other-education-training-library-workers"
"271010","Artists & related workers",2018,"2018","true","true",56080.10692729975,3916.257654926042,1365,"artists-related-workers"
"271021","Commercial and industrial designers",2018,"2018","true","true",79105.63645263462,14438.597171008614,153,"commercial-and-industrial-designers"
"271022","Fashion designers",2018,"2018","true","true",62480.53287249609,17160.066396467926,192,"fashion-designers"
"271023","Floral designers",2018,"2018","true","true",29283.119936805237,4780.998795156601,522,"floral-designers"
"271024","Graphic designers",2018,"2018","true","true",51022.00584799642,2107.3752413998873,2691,"graphic-designers"
"271025","Interior designers",2018,"2018","true","true",54874.24791912175,4488.082152460332,762,"interior-designers"
"271026","Merchandise displayers and window trimmers",2018,"2018","true","true",27741.330838113892,5545.750778713023,120,"merchandise-displayers-and-window-trimmers"
"27102X","Other designers",2018,"2018","true","true",68897.44487278102,2342.0691364752297,3258,"other-designers"
"272011","Actors",2018,"2018","true","true",44984.03678973553,10723.297902302797,294,"actors"
"272012","Producers & directors",2018,"2018","true","true",87802.2071758044,6401.905026375591,1418,"producers-directors"
"272021","Athletes and sports competitors",2018,"2018","true","true",64660.566070034234,12695.206915844958,299,"athletes-and-sports-competitors"
"272022","Coaches and scouts",2018,"2018","true","true",33239.7475345945,2790.9169224780176,2151,"coaches-and-scouts"
"272023","Umpires, referees, and other sports officials",2018,"2018","true","true",13025.409594358773,3854.5169504025494,281,"umpires-referees-and-other-sports-officials"
"272030","Dancers & choreographers",2018,"2018","true","true",28827.515502642134,5007.644327472112,128,"dancers-choreographers"
"272041","Music directors and composers",2018,"2018","true","true",44543.74009741213,8400.532127070353,387,"music-directors-and-composers"
"272042","Musicians and singers",2018,"2018","true","true",31231.019434557104,3814.5368960745377,1044,"musicians-and-singers"
"272091","Disc jockeys, except radio",2018,"2018","true","true",32170.068398727464,9717.249880371639,67,"disc-jockeys-except-radio"
"272099","Entertainers & performers, sports & related workers, all other",2018,"2018","true","true",47570.6804784689,10394.064075884264,282,"entertainers-performers-sports-related-workers-all-other"
"273011","Broadcast announcers and radio disc jockeys",2018,"2018","true","true",61987.27032625583,13619.9183394464,296,"broadcast-announcers-and-radio-disc-jockeys"
"273023","News analysts, reporters, and journalists",2018,"2018","true","true",68618.11219308202,7757.484723590195,673,"news-analysts-reporters-and-journalists"
"273031","Public relations specialists",2018,"2018","true","true",81926.15533000778,5605.741195349121,1402,"public-relations-specialists"
"273041","Editors",2018,"2018","true","true",61032.053036029225,3230.4577335571935,1642,"editors"
"273042","Technical writers",2018,"2018","true","true",74315.98733199698,4967.284616407299,638,"technical-writers"
"273043","Writers & authors",2018,"2018","true","true",64860.03198789826,4362.688716126892,1841,"writers-authors"
"273091","Interpreters and translators",2018,"2018","true","true",38736.271975396376,3221.61760345818,744,"interpreters-and-translators"
"273092","Court reporters and simultaneous captioners",2018,"2018","true","true",64678.350162723196,9946.700017915902,231,"court-reporters-and-simultaneous-captioners"
"273099","Media and communication workers, all other",2018,"2018","true","true",54823.12866136514,7917.386968119414,292,"media-and-communication-workers-all-other"
"274021","Photographers",2018,"2018","true","true",40845.37719188115,3668.479036180718,1106,"photographers"
"274030","Television, video, & motion picture camera operators & editors",2018,"2018","true","true",56197.675640543224,7115.185423519221,537,"television-video-motion-picture-camera-operators-editors"
"2740XX","Broadcast & sound engineering technicians & radio operators, & media & communication equipment workers, all other",2018,"2018","true","true",52835.49558222193,3963.4420827675726,907,"broadcast-sound-engineering-technicians-radio-operators-media-communication-equipment-workers-all-other"
"291011","Chiropractors",2018,"2018","true","true",84251.69061949055,9717.219622535948,485,"chiropractors"
"291020","Dentists",2018,"2018","true","true",185668.80434088054,9764.166091628911,1502,"dentists"
"291031","Dietitians & nutritionists",2018,"2018","true","true",48838.500467340295,3194.9966365421437,995,"dietitians-nutritionists"
"291041","Optometrists",2018,"2018","true","true",127466.16917383317,13188.412817210872,375,"optometrists"
"291051","Pharmacists",2018,"2018","true","true",102846.84287772403,2637.090074664389,3233,"pharmacists"
"291071","Physician assistants",2018,"2018","true","true",117258.93043845503,6111.903587317929,1300,"physician-assistants"
"291081","Podiatrists",2018,"2018","true","true",160582.86045955002,36107.850182205184,93,"podiatrists"
"291122","Occupational therapists",2018,"2018","true","true",64990.789207639595,2295.2329373840626,1200,"occupational-therapists"
"291123","Physical therapists",2018,"2018","true","true",72820.46034792175,1941.5503113542748,2504,"physical-therapists"
"291124","Radiation therapists",2018,"2018","true","true",78452.91148459383,7872.966461617134,148,"radiation-therapists"
"291125","Recreational therapists",2018,"2018","true","true",38851.8079308094,3968.084339512992,120,"recreational-therapists"
"291126","Respiratory therapists",2018,"2018","true","true",57200.211574491084,2758.8257048188007,1129,"respiratory-therapists"
"291127","Speechlanguage pathologists",2018,"2018","true","true",60467.49189450462,2150.349089635682,1696,"speechlanguage-pathologists"
"29112X","Other therapists, including exercise physiologists",2018,"2018","true","true",46151.28830677678,1845.0812267992658,1702,"other-therapists-including-exercise-physiologists"
"291131","Veterinarians",2018,"2018","true","true",107869.60212964962,7278.78569346262,954,"veterinarians"
"291141","Registered nurses",2018,"2018","true","true",65753.52339739827,535.7900471485765,33179,"registered-nurses"
"291151","Nurse anesthetists",2018,"2018","true","true",169640.03631391283,12551.24156953236,318,"nurse-anesthetists"
"291181","Audiologists",2018,"2018","true","true",70526.91113363743,8286.510010565233,185,"audiologists"
"2911XX","Nurse practitioners & nurse midwives",2018,"2018","true","true",98563.98284271735,2607.2595409115515,2067,"nurse-practitioners-nurse-midwives"
"291210","Physicians",2018,"2018","true","true",233362.1444452904,4532.907077172259,9072,"physicians"
"291240","Surgeons",2018,"2018","true","true",313647.2437436304,21704.010596637327,551,"surgeons"
"291291","Acupuncturists",2018,"2018","true","true",55637.97398610438,11064.213261263993,144,"acupuncturists"
"291292","Dental hygienists",2018,"2018","true","true",51906.699298568295,2067.1932655764454,1916,"dental-hygienists"
"291299","Healthcare diagnosing or treating practitioners, all other",2018,"2018","true","true",64061.39737783075,20164.137083711415,82,"healthcare-diagnosing-or-treating-practitioners-all-other"
"292010","Clinical laboratory technologists & technicians",2018,"2018","true","true",48079.01391209214,1304.954089158111,3150,"clinical-laboratory-technologists-technicians"
"292031","Cardiovascular technologists and technicians",2018,"2018","true","true",85676.0349798456,14156.99834806333,397,"cardiovascular-technologists-and-technicians"
"292032","Diagnostic medical sonographers",2018,"2018","true","true",80393.59744957945,6758.7586369135,904,"diagnostic-medical-sonographers"
"292034","Radiologic technologists and technicians",2018,"2018","true","true",63936.76747441038,3494.8996371291296,2017,"radiologic-technologists-and-technicians"
"292035","Magnetic resonance imaging technologists",2018,"2018","true","true",110007.21196115181,14838.861788263252,411,"magnetic-resonance-imaging-technologists"
"29203X","Nuclear medicine technologists and medical dosimetrists",2018,"2018","true","true",146185.13401358222,20009.64076237842,294,"nuclear-medicine-technologists-and-medical-dosimetrists"
"292042","Emergency medical technicians",2018,"2018","true","true",36164.30888325294,2060.4287195998113,1125,"emergency-medical-technicians"
"292043","Paramedics",2018,"2018","true","true",57816.794263395335,2883.3412501350285,975,"paramedics"
"292052","Pharmacy technicians",2018,"2018","true","true",30342.919528823033,850.6992685338201,3481,"pharmacy-technicians"
"292053","Psychiatric technicians",2018,"2018","true","true",31795.83061722058,2477.4186467416966,581,"psychiatric-technicians"
"292055","Surgical technologists",2018,"2018","true","true",48331.227549177034,3205.005538138422,896,"surgical-technologists"
"292056","Veterinary technologists and technicians",2018,"2018","true","true",29161.559703302635,1224.5748952807814,1216,"veterinary-technologists-and-technicians"
"29205X","Dietetic technicians and ophthalmic medical technicians",2018,"2018","true","true",27913.76719108489,3625.427794379531,521,"dietetic-technicians-and-ophthalmic-medical-technicians"
"292061","Licensed practical & licensed vocational nurses",2018,"2018","true","true",38545.255906313985,794.4468758648161,8536,"licensed-practical-licensed-vocational-nurses"
"292072","Medical records specialists",2018,"2018","true","true",42257.33420680639,1540.0981532477772,1757,"medical-records-specialists"
"292081","Opticians, dispensing",2018,"2018","true","true",39909.90297480739,2906.619232538557,633,"opticians-dispensing"
"292090","Miscellaneous health technologists & technicians",2018,"2018","true","true",47082.65031130082,2707.953849590842,1276,"miscellaneous-health-technologists-technicians"
"299000","Other healthcare practitioners & technical Occupations",2018,"2018","true","true",57827.6832617001,4580.33437802021,850,"other-healthcare-practitioners-technical-occupations"
"311121","Home health aides",2018,"2018","true","true",22850.08711251344,1167.2695142087287,3840,"home-health-aides"
"311122","Personal care aides",2018,"2018","true","true",22293.36789871464,537.0808155882077,11866,"personal-care-aides"
"311131","Nursing assistants",2018,"2018","true","true",26272.165883103582,525.0041955159671,12192,"nursing-assistants"
"31113X","Orderlies and psychiatric aides",2018,"2018","true","true",29452.062397943755,2361.172017013757,541,"orderlies-and-psychiatric-aides"
"312010","Occupational therapy assistants & aides",2018,"2018","true","true",36162.96015634115,2263.362880049962,502,"occupational-therapy-assistants-aides"
"312020","Physical therapist assistants & aides",2018,"2018","true","true",35889.19782668981,1700.1057276049316,1007,"physical-therapist-assistants-aides"
"319011","Massage therapists",2018,"2018","true","true",25835.639037601562,1250.814887883919,1247,"massage-therapists"
"319091","Dental assistants",2018,"2018","true","true",32574.217438761436,1359.8407991223846,2721,"dental-assistants"
"319092","Medical assistants",2018,"2018","true","true",31030.772102910814,655.6047835951351,4715,"medical-assistants"
"319094","Medical transcriptionists",2018,"2018","true","true",21707.112059339608,1700.2157432284625,474,"medical-transcriptionists"
"319095","Pharmacy aides",2018,"2018","true","true",40539.65134562237,5211.905831318041,353,"pharmacy-aides"
"319096","Veterinary assistants & laboratory animal caretakers",2018,"2018","true","true",26706.971094815824,2793.960921081752,546,"veterinary-assistants-laboratory-animal-caretakers"
"319097","Phlebotomists",2018,"2018","true","true",31414.89911983204,1550.8596741496453,1028,"phlebotomists"
"31909X","Healthcare support workers, all other, including medical equipment preparers",2018,"2018","true","true",35093.85782980866,2300.4817941627457,1417,"healthcare-support-workers-all-other-including-medical-equipment-preparers"
"331011","Firstline supervisors of correctional officers",2018,"2018","true","true",57985.518894358196,3118.0521259524176,567,"firstline-supervisors-of-correctional-officers"
"331012","Firstline supervisors of police & detectives",2018,"2018","true","true",87452.82931269109,3547.597371488297,1152,"firstline-supervisors-of-police-detectives"
"331021","Firstline supervisors of fire fighting & prevention workers",2018,"2018","true","true",98193.53902850546,5971.289085016325,504,"firstline-supervisors-of-fire-fighting-prevention-workers"
"331090","Miscellaneous first-line supervisors, protective service workers",2018,"2018","true","true",63890.56185131906,4680.100558267369,792,"miscellaneous-first-line-supervisors-protective-service-workers"
"332011","Firefighters",2018,"2018","true","true",70416.6760871427,1685.9294912401213,2961,"firefighters"
"332020","Fire inspectors",2018,"2018","true","true",61711.856685078215,6351.076373709025,242,"fire-inspectors"
"333011","Bailiffs",2018,"2018","true","true",56169.022403176146,5627.776656019562,266,"bailiffs"
"333012","Correctional officers and jailers",2018,"2018","true","true",50796.48712147443,1489.122761284486,3586,"correctional-officers-and-jailers"
"333021","Detectives & criminal investigators",2018,"2018","true","true",82571.20148916073,2941.4970140021132,1290,"detectives-criminal-investigators"
"333050","Police officers",2018,"2018","true","true",69035.5726060597,1124.6003167785957,7672,"police-officers"
"3330XX","Miscellaneous law enforcement workers",2018,"2018","true","true",37850.913884440066,5986.323255315999,156,"miscellaneous-law-enforcement-workers"
"339011","Animal control workers",2018,"2018","true","true",39207.58365548863,4633.98875316804,111,"animal-control-workers"
"339021","Private detectives & investigators",2018,"2018","true","true",59860.199814808904,3283.3390747829453,862,"private-detectives-investigators"
"339030","Security guards & gaming surveillance officers",2018,"2018","true","true",34082.95192935186,792.705257862975,8517,"security-guards-gaming-surveillance-officers"
"339091","Crossing guards",2018,"2018","true","true",22252.58881107492,3928.4966858404828,590,"crossing-guards"
"339093","Transportation security screeners",2018,"2018","true","true",42897.19195263259,3218.3689615390194,388,"transportation-security-screeners"
"339094","School bus monitors",2018,"2018","true","true",16157.57080092782,1480.991183073189,354,"school-bus-monitors"
"33909X","Lifeguards & other recreational, & all other protective service workers",2018,"2018","true","true",11616.735560835743,1136.1431505806138,1680,"lifeguards-other-recreational-all-other-protective-service-workers"
"351011","Chefs & head cooks",2018,"2018","true","true",36492.07643202472,1053.0105517739858,3717,"chefs-head-cooks"
"351012","Firstline supervisors of food preparation & serving workers",2018,"2018","true","true",29247.71211463759,1002.0661174985007,4909,"firstline-supervisors-of-food-preparation-serving-workers"
"352010","Cooks",2018,"2018","true","true",19038.45296264223,318.3713586394854,19503,"cooks"
"352021","Food preparation workers",2018,"2018","true","true",15138.348672835835,431.6562705088131,9074,"food-preparation-workers"
"353011","Bartenders",2018,"2018","true","true",26694.50151703853,709.0651126046175,3770,"bartenders"
"353023","Fast food and counter workers",2018,"2018","true","true",13012.965133357151,569.2528284746453,4834,"fast-food-and-counter-workers"
"353031","Waiters & waitresses",2018,"2018","true","true",18137.48154143179,317.78600911898434,18697,"waiters-waitresses"
"353041","Food servers, nonrestaurant",2018,"2018","true","true",20048.22533562404,1411.5575452691512,1715,"food-servers-nonrestaurant"
"359011","Dining room and cafeteria attendants and bartender helpers",2018,"2018","true","true",13708.068709636653,646.5956052998861,2652,"dining-room-and-cafeteria-attendants-and-bartender-helpers"
"359021","Dishwashers",2018,"2018","true","true",13272.677309892088,685.2969185406594,2755,"dishwashers"
"359031","Hosts & hostesses, restaurant, lounge, & coffee shop",2018,"2018","true","true",10096.02594416784,919.1889759181547,2895,"hosts-hostesses-restaurant-lounge-coffee-shop"
"359099","Food preparation and serving related workers, all other",2018,"2018","true","true",21057.931537598204,3442.079291936995,124,"food-preparation-and-serving-related-workers-all-other"
"371011","Firstline supervisors of housekeeping & janitorial workers",2018,"2018","true","true",45303.03050039714,2566.4173472748566,1801,"firstline-supervisors-of-housekeeping-janitorial-workers"
"371012","Firstline supervisors of landscaping, lawn service, & groundskeeping workers",2018,"2018","true","true",49853.63990244744,3450.8024847342094,1158,"firstline-supervisors-of-landscaping-lawn-service-groundskeeping-workers"
"372012","Maids & housekeeping cleaners",2018,"2018","true","true",20629.179572388162,472.56973161088865,9440,"maids-housekeeping-cleaners"
"37201X","Janitors & building cleaners",2018,"2018","true","true",26731.796197195345,428.8008048122454,23167,"janitors-building-cleaners"
"372021","Pest control workers",2018,"2018","true","true",36873.267861098124,1747.2868410527321,755,"pest-control-workers"
"373011","Landscaping and groundskeeping workers",2018,"2018","true","true",25283.683279874225,655.0978928759556,7960,"landscaping-and-groundskeeping-workers"
"373013","Tree trimmers and pruners",2018,"2018","true","true",33117.63587298514,2100.531640721882,729,"tree-trimmers-and-pruners"
"37301X","Other grounds maintenance workers",2018,"2018","true","true",31260.31357717867,6962.180213423308,188,"other-grounds-maintenance-workers"
"391000","Supervisors of personal care and service workers",2018,"2018","true","true",41115.83811503949,2901.8054861645132,898,"supervisors-of-personal-care-and-service-workers"
"392011","Animal trainers",2018,"2018","true","true",31852.541125770033,4801.86154227557,332,"animal-trainers"
"392021","Nonfarm animal caretakers",2018,"2018","true","true",20890.669805922076,1183.1626171478733,2228,"nonfarm-animal-caretakers"
"393010","Gaming services workers",2018,"2018","true","true",37235.001976964915,1853.0226765957175,948,"gaming-services-workers"
"393031","Ushers, lobby attendants, & ticket takers",2018,"2018","true","true",9612.528356618517,1228.9489021722823,461,"ushers-lobby-attendants-ticket-takers"
"3930XX","Other entertainment attendants and related workers",2018,"2018","true","true",15426.636333043174,1116.7811616961385,2077,"other-entertainment-attendants-and-related-workers"
"394031","Morticians, undertakers, & funeral directors",2018,"2018","true","true",55042.57617579683,5764.909284368367,384,"morticians-undertakers-funeral-directors"
"3940XX","Embalmers & funeral attendants",2018,"2018","true","true",24973.426312557567,5116.087952223296,206,"embalmers-funeral-attendants"
"395011","Barbers",2018,"2018","true","true",27388.405454068044,1741.684642598813,578,"barbers"
"395012","Hairdressers, hairstylists, & cosmetologists",2018,"2018","true","true",26727.563624684182,884.1422124963582,5023,"hairdressers-hairstylists-cosmetologists"
"395092","Manicurists and pedicurists",2018,"2018","true","true",22100.524975200005,1220.8712293622868,1697,"manicurists-and-pedicurists"
"395094","Skincare specialists",2018,"2018","true","true",28707.259759256438,2462.8988187486143,543,"skincare-specialists"
"39509X","Other personal appearance workers",2018,"2018","true","true",25685.978969227865,3253.5084443046953,208,"other-personal-appearance-workers"
"396010","Baggage porters, bellhops, & concierges",2018,"2018","true","true",31372.976198029122,1877.987455973127,791,"baggage-porters-bellhops-concierges"
"397010","Tour & travel guides",2018,"2018","true","true",16938.6898923403,1777.0018338453765,743,"tour-travel-guides"
"399011","Childcare workers",2018,"2018","true","true",16283.422741862465,492.6299450537877,9068,"childcare-workers"
"399031","Exercise trainers and group fitness instructors",2018,"2018","true","true",25420.23355123335,1902.7345283606267,2119,"exercise-trainers-and-group-fitness-instructors"
"399032","Recreation workers",2018,"2018","true","true",23812.780879672908,1518.8274564463024,2197,"recreation-workers"
"399041","Residential advisors",2018,"2018","true","true",16030.10691105331,1476.5527866785399,1101,"residential-advisors"
"399099","Personal care & service workers, all other ",2018,"2018","true","true",24492.628495942376,2295.124845046724,1332,"personal-care-service-workers-all-other"
"411011","Firstline supervisors of retail sales workers",2018,"2018","true","true",52140.56740751542,758.8126987205043,27464,"firstline-supervisors-of-retail-sales-workers"
"411012","Firstline supervisors of nonretail sales workers",2018,"2018","true","true",89060.64951109416,2099.4646828922614,11757,"firstline-supervisors-of-nonretail-sales-workers"
"412010","Cashiers",2018,"2018","true","true",15148.7751853849,288.3706332215935,28835,"cashiers"
"412021","Counter & rental clerks",2018,"2018","true","true",31212.74812665338,2888.9840904380476,765,"counter-rental-clerks"
"412022","Parts salespersons",2018,"2018","true","true",38339.869188798766,2972.552821149619,1012,"parts-salespersons"
"412031","Retail salespersons",2018,"2018","true","true",31205.952060944335,578.9379527667866,29028,"retail-salespersons"
"413011","Advertising sales agents",2018,"2018","true","true",78868.42065784633,5730.53649531455,1411,"advertising-sales-agents"
"413021","Insurance sales agents",2018,"2018","true","true",73908.91115906768,3131.6237635186453,4765,"insurance-sales-agents"
"413031","Securities, commodities, & financial services sales agents",2018,"2018","true","true",153604.45874260188,8796.424516935727,2178,"securities-commodities-financial-services-sales-agents"
"413041","Travel agents",2018,"2018","true","true",43561.63649753517,4004.000129722116,648,"travel-agents"
"413091","Sales representatives of services, except advertising, insurance, financial services, and travel",2018,"2018","true","true",87640.7386077383,2858.4996490980297,6329,"sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel"
"414010","Sales representatives, wholesale & manufacturing",2018,"2018","true","true",82661.63183711718,1646.0011080203644,13164,"sales-representatives-wholesale-manufacturing"
"419010","Models, demonstrators, & product promoters",2018,"2018","true","true",21808.814647652278,5585.912410280485,510,"models-demonstrators-product-promoters"
